flow_duration,Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,urg_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight,label
-10.449912005043974,22894.810508749128,12.6,60.75835953635753,-16471.845359345527,-15477.500692997208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010784058165963905,0.40312589618859,-0.01338822519254575,-5.530323749650234,80.213747302066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1832.9268873274423,62.65195935250063,77.00134119467307,107.25610717102757,76.40275845405215,102.12958925665183,165062101.29024312,13.519534900112225,18.7572535653868,98.90921358647678,-13907.55046226353,0.9832617166539561,243.3029513942599,DictionaryBruteForce
-93.18429947775138,10515.013557898019,6.0,63.21303352666573,26485.319215783893,-2322.059508081894,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.00748850594585687,2.4115095443526475,0.1065355491003886,4.549536201653529,8.001425110769166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,648.3647144268003,52.00628270414162,37.35861617130278,49.31016007823005,-3.807661372587848,76.57249366971574,83154510.61360997,9.488018507965512,10.497447896263722,-2.2268164055905717,18466.17628921196,-0.0031189584076902937,141.72171510194926,DDoS-TCP_Flood
111.75258976970487,-13695.670103524806,1.0,63.81983305278225,17398.929551352976,14021.327180745482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006627930788162403,0.008092355764842081,0.16885553950551643,-0.16855232566648629,0.9633380073132031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,503.7910411850493,35.97429724640803,-28.33488118926266,49.99988539325496,-9.070718178045169,49.073790640273124,82935352.63918686,9.488565769103973,9.051201383791073,5.081885389646675,87744.95470673787,-0.0005700174027116268,141.76612385071346,DDoS-ICMP_Flood
70.22663261030799,-22944.114457673142,1.0,66.80562755044885,398.9615338792303,15038.650807985814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002667082693908264,0.04567279353379822,-0.04247116459061593,-5.919339587440104,0.4759746791969976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,212.78917596699566,39.518826811193584,-33.55829426398346,44.6760805833088,-14.173277149147264,39.72652243784962,83619813.80669107,9.504511626976065,8.916977421956501,13.094440049894947,16928.107023958328,0.020070421906655398,141.9113803151264,DDoS-ICMP_Flood
-0.04258448890292761,-6628.36330704306,6.0,63.87563952815079,-54.79438990563017,-13955.705304118745,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6084041451540635,-0.006800844297167778,1.157858796784103,-4.980900641903317,15.89303647111208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,686.2501215515013,53.29514180368297,21.632334849059706,77.56602435557815,2.7709251531509467,50.4646426601372,83358060.89042935,9.503679523738684,10.58899761664695,0.59806645786721,51335.701793536,-0.0013637202928012924,141.56394611783648,DDoS-RSTFINFlood
33.02478958272993,-10239.881080304325,1.0,64.62039396937965,-19354.33392369053,-9313.359808330259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014940424468394304,0.015610653251918145,-0.013451135565583642,-10.18982860562145,-3.5593721834505776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,281.6038540921511,41.50345497532319,-25.54343032137591,56.22037457361363,-5.488923454946766,33.86612332404053,83304744.53228962,9.49862750942598,8.9212377110431,-3.8176010736876993,-9118.630325723832,-0.0009810365746596532,141.47914839966228,DDoS-ICMP_Flood
40.380176954340605,-30056.412528157452,1.0,64.79494678213982,17400.242484655602,-2867.128995368077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004858425204519804,0.02335621534268842,-0.008498537952744628,-0.6311004243626733,12.91095461947195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,344.0025002516817,42.41952958435001,42.73255670034683,44.23976176980853,2.856206073814205,74.15938509088237,83330166.6419071,9.487332657983735,9.12741666232993,21.680339849184747,64345.75394795756,-0.0009142063112394599,141.72619571793624,DDoS-ICMP_Flood
46.228819087967764,-16583.882809194616,5.88,64.33273992337568,16293.227684047386,-8647.023160368231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002079419822104124,1.0824544821391242,-0.0923325441164514,-0.5103609340337779,29.805883555839525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1859.5719395218703,560.0408766609359,819.0272411842966,815.3987991966021,153.9443484419177,745.1021778524023,83894584.5045952,9.504202290775165,38.55996460237766,108.62655532453192,-68855.55912937986,0.21819785163891117,141.88320606876462,Mirai-greeth_flood
128.59505538260555,5342.162805622707,6.0,63.91417519487056,19192.445371928938,-7743.879470179852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008373720732935691,-0.006579819417186954,0.0010504630534098152,0.7691975431381165,-2.2275130785696136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,697.1415418310537,44.91666541947366,8.983035231897718,60.033578462858415,1.8260011959386164,65.73614186492534,82605905.14474747,9.496428456513577,10.819972383083668,10.749738686136858,-1193.5880095942885,0.10471526965928488,141.73295590832177,DDoS-TCP_Flood
11.861091352999193,-7350.633967722484,0.99,63.94791363677183,-6927.465066111967,-12763.844580454366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0014926727630840157,0.03435016348350389,-0.023262738225870796,-3.597750130106373,16.142074026213646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,369.33321389201814,47.31033770500602,-6.046837712684612,34.723284673914996,-12.583029925895822,46.73296517775675,83255247.1519043,9.510876803100736,9.041950642147384,4.195859924444538,-27140.1263430922,-0.0005844448947893176,141.72807721782056,DDoS-ICMP_Flood
